set-up,punchline,label
How do Christians eat their icecream?,They Catholick it.,1
My wife asked me to give her some peace and quiet last night whilst she made dinner.,So I took the batteries out of the smoke alarm.,1
What's black and white and black and white and black and white and green?,A skunk rolling down a hill with a pickle in its mouth.,1
Why are people with no legs terrible at trivia?,They're always stumped,1
What's the most confusing day in a Mormon home?,Mother's Day.,1
Why are European cars the lightest?,because there's no Americans sitting in them.,1
I heard a black woman on the phone today.,As did every other fucker within a 14 mile radius.,1
I recently opened a hair removal salon for Muslims.,"Calling it ""Allahu Wax Bar"" probably wasn't the best idea.",1
I love having conversations with kids.,Grownups never ask me what my seventh favourite Dinosaur is.,1
Why does Stephen Hawking do one-liners?,Because he can't do stand up,1
Why are fat babies born earlier?,They are running out of womb.,1
My kids will be friends with people of all colors of the rainbow.,That means no black people.,1
What do lesbians in Alaska sing?,What would you do ew ew in a Klondike bar.,1
I bought a Valentine's Day card for everyone at our local Tourettes Society.,It's the thought that cunts!,1
My wife and I stopped taking vacations after we had kids.,Now we take expensive nightmares.,1
I spent 8 years in an institution.,Then I got a divorce.,1
What kind of magazines do cows read?,Cattlelogs.,1
Why did the terminator kill people even after retirement?,He was an ex-terminator.,1
Did you hear about the Mexican train killer?,He had locomotives,1
I went to a restaurant yesterday and the waitress had a black eye.,"When I ordered I spoke very slowly, because clearly she didn't listen well.",1
Why are clowns so good at murder?,Because you can't spell manslaughter without laughter.,1
What's the difference between my dick and my paycheck?,I don't have to beg my wife to blow my paycheck.,1
"My girlfriend left me because she said I'm a ""Clueless idiot.""",I didn't even know I had a girlfriend.,1
What are Jehova Witnesses called in Chinese?,Ding Dong!,1
What do you call a sad terrorist?,A crisis,1
What's red and smells?,Rudolph's nose.,1
I got arrested for killing a black man.,They charged me with impersonating a police officer.,1
"I make major decisions about career, life, finances, etc.","on a daily basis, but become completely paralyzed choosing where to eat lunch.",1
How can you tell if a black woman is pregnant?,When she pulls the tampon out the cotton is already picked.,1
What's the difference between a lawnmower and a hooker?,"When I'm choking the lawnmower, I don't stick my dick in it.",1
Why is the number of black priests so small?,Most of them run away after being called father once or twice,1
Have you ever heard of the lady who was accused of being the infamous Quilted Killer?,She's innocent until proven quilty.,1
Ethiopian Cuisine... is a bit bland.,It tastes like nothing.,1
"What do you call a person missing 75%, of their spine?",A quarterback.,1
"Eventually, the entire written English language will be taken over by emoticons.",Teenage girls will bring us back to Egyptian hieroglyphics.,1
What's a specimen?,"Mama mia, it's an Italian astronaut!",1
How do you seduce a fat woman?,PIece of cake.,1
What sex position produces the ugliest children?,Ask your mother.,1
I work at a women's shoe store.,Sometimes I tie the laces together... Bitches be trippin' haha,1
What do a viola and a lawsuit have in common?,Everyone is happy when the case is closed.,1
I got fired from my lawn maintenance job.,I was just not cutting it.,1
What does a gay person eat for breakfast?,Anything they want,1
People always ask 'how do you cope with erectile dysfunction'?,"Honestly, it's not that hard",1
I know a girl who is completely obsessed with Mexican men.,She's a Pedrophile.,1
I asked my wife for an audio book and she got me an encyclopaedia.,That speaks volumes.,1
Some racists say black people are just white people that were left in the oven too long...,"If that's true, then all black people would be jewish.",1
"What does ""The Sixth Sense"" have in common with ""Titanic""?",Icy dead people.,1
What's it called when a King and Queen have no children?,A receding heir line,1
Why did the fat monster put a candle on his tummy?,He was celebrating his girthday!,1
"After winning the game, I decided to throw the ball to the spectators.",Apparently that's frowned upon in bowling.,1
Why did Jesus look so ripped during his crucifixion?,Crossfit.,1
A man knocked on my door and asked for a small donation towards the local swimming pool.,I gave him a glass of water.,1
Why do Jews always seem to find spare change laying around?,They cents it.,1
Is there actually a correlation between the time between thunder and lightning and the distance of the storm?,Or is that just something all of our dads told us?,1
Why did the blind woman fall into the well?,Because she couldn't see that well.,1
I don't know why women are always bragging about being able to multi-task.,It's really just a side effect of their complete inability to make up their mind.,1
She has identified a total of 52 bodies throughout her career and is considered a national heroine.,She's officially retired.,0
You have an active gay account on Twitter.,"Yet, you spit hate against fellow gay dudes in public...shame on you.",0
"We spend a long time focused on the future, planning it, working toward it.",But at some point u start to realize your life is happening now.,0
Meth was used as a top-line antidepressant throughout the 1930s and 1950s.,"Gordon Alles, a Los Angeles chemist, patented the medication after injecting it himself.",0
Thomas Jefferson helped popularize mac and cheese in America.,"He would serve it to dinner guests during his presidency, and he even had his own recipe.",0
"""No matter what new adventure you're embarking on, you're still you.","You bring you into every new beginning, so how different can it be?""",0
I'm a 26-year-old woman who is currently unemployed and I feel hopeless.,Is there advice you can give me on ways I can set a track for my life?,0
Is there advice you can give me on ways I can set a track for my life?,Auntie Red Tweet Tea,0
Some exciting tings are happening and I can't say nothin' yet!,Stay Tuned,0
Avoid tea/coffee with meals.,Tannins in tea/coffee prevents absorption of some nutrients.,0
Tannins in tea/coffee prevents absorption of some nutrients.,"tea halves the iron u get, orange juice doubles it",0
Our children can't breathe.,They can't be children and just play.,0
There comes a point in your life when you need someone to speak to.,Someone to love and make you feel loved.,0
Someone to love and make you feel loved.,I've reached that point.,0
"""You know what sucks about falling for a guy you're not right for?","You fall anyway because you think he might turn out to be different.""",0
Just tune in.,Request to join and you get to all one question then we'll do a screen grab picture.,0
Lavender essential oil has a calming scent.,"it reduces migraines, headaches, anxiety, nervous tension & stress & increases mental activity",0
The context you're in.,Use that to start the conversation and her responses to keep it going.,0
Eid Mubarak.,I personally wanted to wish you all a blessed Eid.,0
"Nowadays, everyone is overwhelmed by the amount of impersonal messages.","Most people just copy, paste and send to get the job done.",0
Anyway I wish you all the best for 2013.,"Your brother, Abdul",0
Banning cig flavors like cherry works in preventing youth smoking saving young lives.,Ban menthol to save black lives.,0
Ban menthol to save black lives.,tobacco free hbcu,0
Happy for him.,I’m his entertainment attorney,0
"""Time flies.",Time waits for no man.,0
Time waits for no man.,Time heals all wounds.,0
Time to stand up.,Time to grow.,0
But there’s no Cousin Greg in PandP!,Mr. Bingley?,0
"""Take a piece of my heart.",And make it all your own.,0
And make it all your own.,So when we are apart.,0
long term dehydration leads to wrinkles.,Make sure you drink enough water every day even if you don't feel thirsty water wrinkles health,0
